id	composite_no
P523299	Q006527
P523300	Q006528
P523301	Q006529
P523302	Q006530
P523303	Q006531
P523304	Q006532
P523305	Q006533
P523306	Q006534
P523307	Q006535
P523308	Q006536
P523309	Q006537
P523310	Q006538
P523311	Q006539
P523312	Q006540
P523313	Q006541
P523314	Q006542
P523315	Q006543
P523316	Q006544
P523317	Q006545
P523318	Q006546
P523319	Q006547
P523320	Q006548
P523321	Q006549
P523322	Q006550
P523323	Q006551
P523324	Q006552
P523325	Q006553
P523326	Q006554
P523327	Q006555
P523328	Q006556
P523329	Q006557
P523330	Q006558
P523331	Q006559
P523332	Q006560
P523333	Q006561
P523334	Q006562
P523335	Q006563
P523336	Q006564
P523337	Q006565
P523338	Q006566
P523339	Q006567
P523340	Q006568
P523341	Q006569
P523342	Q006570
P523343	Q006571
P523344	Q006572
P523345	Q006573
P523346	Q006574
P523347	Q006575
P523348	Q006576
P523349	Q006577
P523350	Q006578
P523351	Q006579
P523352	Q006580
P523353	Q006581
P523354	Q006582
P523355	Q006583
P523356	Q006584
P523357	Q006585
P523358	Q006586
P523359	Q006587
P523360	Q006588
P523361	Q006589
P523362	Q006590
P523363	Q006591
P523364	Q006592
P523365	Q006593
P523366	Q006594
P523367	Q006595
P523368	Q006611
P523369	Q006597
P523370	Q006598
P523371	Q006599
P523372	Q006600
P523373	Q006601
P523374	Q006602
P523375	Q006609
P523376	Q006610
P523377	Q006632
P523378	Q006633
P523379	Q006634
P523380	Q006635
P523381	Q006636
P523382	Q006637
P523383	Q006638
P523384	Q006639
P523385	Q006640
P523386	Q006641
P523387	Q006643
P523388	Q006644
P523389	Q006645
P523390	Q006646
P523391	Q006647
P523392	Q006648
P523393	Q006649
P523394	Q006650
P523395	Q006651
P523396	Q006652
P523397	Q007770
P523398	Q003771
P523399	Q003772
P523400	Q003773
P523401	Q003774
P523402	Q003775
P523403	Q003776
P523404	Q003777
P523405	Q003778
P523406	Q003779
P523407	Q003780
P523408	Q003781
P523409	Q003782
P523410	Q003783
P523411	Q003784
P523412	Q003785
P523413	Q003786
P523414	Q003787
P523415	Q003788
P523416	Q003789
P523417	Q003790
P523418	Q003791
P523419	Q003792
P523420	Q003793
P523421	Q003794
P523422	Q003795
P523423	Q003796
P523424	Q003797
P523425	Q003798
P523426	Q003799
P523427	Q003800
P523428	Q003801
P523429	Q003802
P523430	Q003803
P523431	Q003804
P523432	Q003805
P523433	Q003806
P523434	Q003807
P523435	Q003808
P523436	Q003809
P523437	Q003810
P523438	Q003811
P523439	Q003812
P523440	Q003813
P523441	Q003814
P523442	Q003815
P523443	Q003816
P523444	Q003817
P523445	Q003818
P523446	Q003819
P523447	Q003820
P523448	Q003821
P523449	Q003822
P523450	Q003823
P523451	Q003824
P523452	Q003825
P523453	Q003826
P523454	Q003827
P523455	Q003828
P523456	Q003829
P523457	Q007539
P523458	Q007540
P523459	Q007541
P523460	Q007542
P523461	Q007543
P523462	Q007544
P523463	Q007545
P523464	Q007546
P523465	Q007547
P523466	Q007548
P523467	Q007549
P523468	Q007550
P523469	Q007551
P523470	Q007552
P523471	Q007553
P523472	Q007554
P523473	Q007555
P523474	Q007556
P523475	Q007557
P523476	Q007558
P523477	Q007559
P523478	Q007560
P523479	Q007561
P523480	Q007562
P523481	Q007563
P523482	Q007564
P523483	Q007565
P523484	Q007566
P523485	Q007567
P523486	Q007568
P523487	Q007569
P523488	Q007570
P523489	Q007571
P523490	Q007572
P523491	Q007573
P523492	Q007574
P523493	Q007575
P523494	Q007576
P523495	Q007577
P523496	Q007578
P523497	Q007579
P523498	Q007580
P523499	Q007581
P523500	Q007582
P523501	Q007583
P523502	Q007584
P523503	Q007585
P523504	Q007586
P523505	Q007587
P523506	Q007588
P523507	Q007589
P523508	Q007590
P523509	Q007591
P523510	Q007592
P523511	Q007595
P523512	Q007596
P523513	Q007597
P523514	Q007598
P523515	Q007599
P523516	Q007600
P523517	Q007601
P523518	Q007602
P523519	Q007603
P523520	Q007604
P523521	Q007605
P523522	Q007606
P523523	Q007607
P523524	Q007608
P523525	Q007609
P523526	Q007610
P523527	Q007611
P523528	Q007612
P523529	Q007613
P523530	Q007614
P523531	Q007616
P523532	Q007617
P523533	Q007618
P523534	Q007619
P523535	Q007620
P523536	Q007621
P523537	Q007622
P523538	Q007623
P523539	Q007624
P523540	Q007625
P523541	Q007626
P523542	Q007627
P523543	Q007629
P523544	Q007630
P523545	Q007631
P523546	Q007632
P523547	Q007633
P523548	Q007634
P523549	Q007635
P523550	Q007636
P523551	Q007637
P523552	Q007638
P523553	Q008319
P523554	Q008320
P523555	Q008321
P523556	Q008322
P523557	Q008323
P523558	Q008324
P523559	Q008325
P523560	Q008326
P523561	Q008327
P523562	Q008328
P524805	Q009354
P
